flight_date,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,delay_reason,distance_miles,aircraft_type
2024-07-21,Frontier Airlines,DTW,LGA,17:00,17:00,0,None,528,Boeing 737-800
2023-09-28,Alaska Airlines,ORD,CLT,12:45,13:13,28,Air Traffic,1840,ATR 72
2025-04-01,Spirit Airlines,LAS,LGA,20:00,20:00,0,None,2332,Boeing 737-900
2024-11-24,JetBlue Airways,FLL,SEA,16:15,16:15,0,None,427,Airbus A320
2025-04-30,United Airlines,BWI,DTW,17:30,17:30,0,None,1388,Boeing 737-900
2024-02-02,Delta Air Lines,LAX,BOS,09:15,09:45,30,Mechanical,1053,Boeing 757-200
2024-12-02,Hawaiian Airlines,BWI,MSP,14:45,14:45,0,None,2263,Boeing 737-800
2024-07-27,Frontier Airlines,DFW,ORD,06:00,06:10,10,Weather,925,Airbus A330-200
2023-11-15,Delta Air Lines,ORD,PHL,09:45,09:45,0,None,2851,ATR 72
2023-10-13,Delta Air Lines,JFK,LAS,15:15,15:43,28,Air Traffic,2560,Embraer 175
2025-01-04,Allegiant Air,DFW,LAX,21:45,21:45,0,None,1222,Boeing 737-800
2024-01-14,Alaska Airlines,LAS,MIA,11:30,11:30,0,None,1757,Embraer 175
2024-04-06,JetBlue Airways,BOS,FLL,15:45,15:59,14,Air Traffic,1483,Boeing 737-900
2024-05-27,Allegiant Air,PHX,DFW,22:30,22:41,11,Weather,2826,Boeing 757-200
2024-07-03,JetBlue Airways,LAX,JFK,15:15,15:15,0,None,2475,Boeing 787-8
2024-03-25,Delta Air Lines,DFW,LAS,22:15,23:34,79,Weather,887,CRJ-900
2024-10-22,Hawaiian Airlines,SEA,BWI,19:45,20:01,16,Mechanical,871,CRJ-900
2023-10-12,JetBlue Airways,CLT,LGA,07:45,07:45,0,None,2782,Boeing 767-300
2024-10-29,Frontier Airlines,BWI,DEN,21:30,21:41,11,Air Traffic,2213,Boeing 787-8
2024-02-10,JetBlue Airways,PHL,SEA,23:30,23:57,27,Security,2197,Boeing 737-900
2024-04-25,Alaska Airlines,MDW,SEA,10:45,10:45,0,None,2751,ATR 72
2025-01-19,Delta Air Lines,FLL,MIA,21:15,21:15,0,None,1650,Embraer 175
2023-07-07,Hawaiian Airlines,PHX,SEA,11:45,11:45,0,None,2015,Airbus A321
2024-09-09,Southwest Airlines,BOS,MIA,09:00,09:00,0,None,1025,Boeing 737-900
2025-01-04,Frontier Airlines,DFW,PHL,15:15,15:21,6,Mechanical,1021,Boeing 777-200
2023-12-19,Alaska Airlines,SFO,DEN,19:15,19:15,0,None,967,Airbus A330-200
2025-06-26,JetBlue Airways,DTW,FLL,14:00,14:00,0,None,1056,ATR 72
2024-03-12,American Airlines,CLT,FLL,16:15,16:15,0,None,596,Boeing 777-200
2024-09-13,Allegiant Air,MDW,BWI,14:00,14:00,0,None,621,Boeing 767-300
2024-07-18,American Airlines,MIA,PHX,13:00,13:00,0,None,340,Boeing 767-300
2024-11-23,Alaska Airlines,DTW,ORD,05:15,05:15,0,None,785,Boeing 777-200
2024-05-18,Hawaiian Airlines,FLL,BWI,11:45,11:50,5,Weather,2571,Airbus A321
2024-01-03,Hawaiian Airlines,CLT,JFK,09:30,12:48,198,Air Traffic,523,Boeing 737-900
2025-05-27,American Airlines,PHL,DEN,10:15,10:15,0,None,2873,Airbus A330-200
2023-12-13,Allegiant Air,SFO,LAX,06:15,07:39,84,Air Traffic,2518,Boeing 737-900
2024-09-25,Frontier Airlines,JFK,MDW,12:30,12:30,0,None,2898,Boeing 757-200
2024-07-20,American Airlines,LAS,FLL,19:45,19:45,0,None,1052,Airbus A320
2024-02-10,Spirit Airlines,DEN,MSP,11:15,11:15,0,None,1946,Airbus A330-200
2024-01-03,Frontier Airlines,FLL,SFO,20:30,20:30,0,None,269,CRJ-900
2024-03-21,United Airlines,SFO,MDW,18:00,18:00,0,None,661,Airbus A321
2024-07-06,Spirit Airlines,DTW,FLL,19:30,19:38,8,Security,1056,Airbus A320
2024-06-07,Hawaiian Airlines,ORD,DEN,13:30,13:30,0,None,2305,CRJ-900
2025-04-13,Alaska Airlines,DEN,SFO,21:30,21:30,0,None,967,ATR 72
2023-11-04,American Airlines,SFO,LAS,05:15,05:15,0,None,427,Boeing 737-800
2024-10-27,Alaska Airlines,SFO,DTW,11:45,11:45,0,None,1407,Boeing 737-800
2025-02-17,Delta Air Lines,SEA,LGA,23:45,00:15,30,Weather,1816,Boeing 737-900
2025-05-30,Southwest Airlines,LAS,MSP,12:00,12:00,0,None,1923,Boeing 767-300
2024-03-18,JetBlue Airways,JFK,BWI,15:45,15:55,10,Weather,474,CRJ-900
2025-05-22,Alaska Airlines,IAH,MDW,13:45,13:45,0,None,2848,Boeing 737-900
2024-02-29,Delta Air Lines,PHL,DTW,17:30,17:43,13,Air Traffic,2346,CRJ-900
2025-01-21,United Airlines,FLL,MIA,07:45,08:43,58,Weather,2786,Airbus A321
2023-11-23,JetBlue Airways,IAH,JFK,19:30,19:30,0,None,2902,Boeing 787-8
2024-10-14,Frontier Airlines,PHX,SFO,05:15,05:15,0,None,250,Airbus A321
2025-03-30,American Airlines,BWI,LAS,20:00,20:00,0,None,2048,CRJ-900
2024-06-16,Spirit Airlines,DTW,SFO,22:15,22:15,0,None,2487,CRJ-900
2024-05-22,United Airlines,DFW,BOS,14:30,14:30,0,None,1808,Boeing 737-900
2023-10-26,Hawaiian Airlines,FLL,PHX,23:45,23:45,0,None,1442,Boeing 737-800
2024-10-01,Allegiant Air,LAX,MDW,07:15,07:30,15,Mechanical,1966,CRJ-900
2024-01-23,JetBlue Airways,LGA,PHX,18:00,18:00,0,None,2314,Boeing 787-8
2025-05-13,Southwest Airlines,BWI,PHL,20:00,20:00,0,None,2494,Boeing 757-200
2024-02-12,Southwest Airlines,PHL,LAS,07:30,07:38,8,Weather,1875,Boeing 767-300
2024-03-21,JetBlue Airways,MDW,ORD,10:15,10:15,0,None,1533,Boeing 777-200
2025-02-21,Spirit Airlines,ORD,JFK,09:00,09:06,6,Mechanical,1562,Airbus A321
2023-10-12,Hawaiian Airlines,PHX,LAS,14:00,14:00,0,None,625,Embraer 175
2023-12-22,JetBlue Airways,IAH,DTW,17:00,17:00,0,None,876,Airbus A321
2024-03-17,American Airlines,JFK,ORD,14:00,14:00,0,None,211,Boeing 767-300
2023-12-08,JetBlue Airways,MDW,ORD,15:45,15:45,0,None,223,Boeing 737-800
2024-10-28,Hawaiian Airlines,DFW,MDW,17:30,17:47,17,Air Traffic,2933,Boeing 767-300
2024-12-05,JetBlue Airways,PHX,DFW,21:30,21:39,9,Mechanical,366,Boeing 757-200
2024-03-14,Frontier Airlines,LGA,CLT,11:15,11:15,0,None,1084,Airbus A320
2024-08-05,Delta Air Lines,JFK,ORD,05:00,05:30,30,Weather,1562,Boeing 737-900
2025-03-19,Allegiant Air,LGA,CLT,12:45,13:10,25,Air Traffic,2640,Airbus A320
2023-07-23,United Airlines,FLL,IAH,08:15,08:15,0,None,1834,Boeing 757-200
2023-07-21,JetBlue Airways,JFK,FLL,16:15,16:20,5,Weather,2909,Embraer 175
2025-05-20,Alaska Airlines,MSP,MIA,13:00,13:14,14,Weather,2860,Boeing 767-300
2024-12-06,Spirit Airlines,LAS,MDW,08:15,10:54,159,Mechanical,727,Boeing 777-200
2025-03-10,Allegiant Air,SEA,PHL,11:00,11:23,23,Mechanical,1358,Airbus A321
2025-02-19,Alaska Airlines,BOS,IAH,07:15,07:27,12,Security,839,Boeing 777-200
2024-10-26,American Airlines,PHX,PHL,15:45,15:45,0,None,1616,Boeing 737-900
2023-12-21,United Airlines,ORD,PHL,10:30,10:52,22,Air Traffic,2995,Boeing 787-8
2025-06-10,United Airlines,MDW,BWI,16:45,16:45,0,None,621,Boeing 787-8
2025-03-12,Delta Air Lines,SEA,LAX,19:45,19:45,0,None,1275,Airbus A330-200
2024-12-07,Hawaiian Airlines,LGA,DTW,23:45,23:45,0,None,482,Boeing 737-800
2024-05-22,American Airlines,MIA,MSP,05:45,05:45,0,None,339,Boeing 737-900
2023-11-08,Delta Air Lines,DTW,IAH,08:45,08:45,0,None,2509,Boeing 767-300
2025-01-29,Spirit Airlines,MSP,FLL,21:00,21:00,0,None,859,Embraer 175
2025-01-24,Alaska Airlines,IAH,LGA,22:30,22:57,27,Weather,2986,Boeing 737-900
2024-02-11,Alaska Airlines,BWI,DEN,16:30,16:52,22,Weather,2266,Boeing 737-800
2024-07-02,Hawaiian Airlines,LAX,SEA,10:00,10:00,0,None,2954,ATR 72
2025-04-30,American Airlines,FLL,DEN,17:30,18:49,79,Weather,1259,Boeing 767-300
2024-10-07,Southwest Airlines,MDW,SEA,12:00,12:00,0,None,1500,Boeing 787-8
2025-03-17,Alaska Airlines,FLL,LAS,12:00,12:12,12,Weather,2051,Boeing 787-8
2025-01-03,JetBlue Airways,LAS,DFW,15:45,15:45,0,None,2490,Embraer 175
2024-12-26,United Airlines,DTW,LGA,20:15,20:33,18,Weather,550,Boeing 787-8
2023-09-26,Frontier Airlines,FLL,MIA,13:45,14:39,54,Security,2098,Embraer 175
2025-06-14,Alaska Airlines,LGA,MIA,18:45,18:53,8,Security,2251,Airbus A320
2024-07-12,American Airlines,DTW,MIA,06:15,06:15,0,None,823,Boeing 737-800
2023-12-16,Allegiant Air,PHL,LAX,05:45,05:45,0,None,1382,Airbus A320
2024-08-23,Southwest Airlines,CLT,BWI,12:45,12:45,0,None,1719,CRJ-900
2025-01-18,Frontier Airlines,PHL,DTW,15:00,15:00,0,None,2133,Airbus A320
2024-02-08,JetBlue Airways,PHL,DTW,14:00,14:00,0,None,2743,Boeing 767-300
2023-10-10,Spirit Airlines,LAX,CLT,07:45,07:55,10,Weather,835,ATR 72
2023-09-20,Southwest Airlines,DTW,IAH,11:15,11:28,13,Weather,1418,Boeing 787-8
2023-11-09,United Airlines,SEA,MIA,08:15,08:15,0,None,1305,Embraer 175
2023-09-19,Southwest Airlines,DTW,BWI,13:30,13:30,0,None,669,Boeing 767-300
2025-06-03,Southwest Airlines,DEN,ORD,21:45,22:01,16,Weather,967,Boeing 757-200
2023-12-22,Frontier Airlines,MSP,PHX,19:30,20:34,64,Weather,1834,Airbus A330-200
2023-08-09,JetBlue Airways,BWI,DEN,07:45,08:09,24,Weather,2487,Embraer 175
2024-01-21,Hawaiian Airlines,DTW,IAH,08:30,09:26,56,Air Traffic,1815,Boeing 737-900
2024-04-29,Allegiant Air,PHX,DFW,17:30,17:30,0,None,1144,Boeing 777-200
2024-09-18,Frontier Airlines,LGA,SFO,23:30,02:36,186,Air Traffic,1951,Boeing 757-200
2024-07-12,Hawaiian Airlines,BOS,MDW,11:15,11:15,0,None,2329,Boeing 777-200
2023-07-31,Allegiant Air,BWI,MIA,15:30,15:30,0,None,723,Boeing 767-300
2024-08-04,Frontier Airlines,LAX,DEN,13:45,13:45,0,None,570,Boeing 737-900
2024-03-03,JetBlue Airways,JFK,DFW,07:00,07:26,26,Weather,2070,Boeing 737-800
2025-06-11,Delta Air Lines,LAX,MDW,20:30,20:30,0,None,1463,Boeing 757-200
2024-02-18,Spirit Airlines,FLL,IAH,19:30,19:37,7,Weather,2892,CRJ-900
2023-10-24,Alaska Airlines,ORD,SEA,23:15,23:44,29,Weather,2593,Boeing 767-300
2024-01-27,Spirit Airlines,LAX,LGA,19:00,19:00,0,None,1068,Airbus A320
2025-06-04,JetBlue Airways,JFK,DEN,11:00,11:57,57,Air Traffic,2700,Boeing 787-8
2025-05-04,Hawaiian Airlines,FLL,DEN,06:45,06:45,0,None,339,ATR 72
2023-08-25,Spirit Airlines,SFO,MDW,21:30,21:30,0,None,1683,Boeing 737-900
2024-01-02,Hawaiian Airlines,BOS,DFW,19:15,19:28,13,Weather,867,CRJ-900
2025-02-23,Alaska Airlines,MSP,CLT,23:00,23:00,0,None,1754,CRJ-900
2024-01-29,JetBlue Airways,DFW,BWI,14:00,14:24,24,Security,2890,Boeing 757-200
2023-10-31,Delta Air Lines,ORD,IAH,07:45,08:36,51,Air Traffic,2408,Boeing 777-200
2024-05-03,JetBlue Airways,MSP,SFO,20:15,20:21,6,Air Traffic,599,Airbus A330-200
2025-01-12,Hawaiian Airlines,SEA,LAS,10:30,10:58,28,Weather,867,Boeing 737-900
2025-03-03,Delta Air Lines,BWI,ORD,14:45,16:11,86,Security,2287,Airbus A320
2024-10-27,Delta Air Lines,MIA,MDW,22:45,22:45,0,None,278,Airbus A330-200
2025-01-18,Alaska Airlines,BWI,LAS,19:00,19:00,0,None,2400,ATR 72
2024-03-29,United Airlines,ORD,MSP,16:45,16:45,0,None,295,CRJ-900
2024-12-29,Frontier Airlines,LAS,DTW,15:45,15:56,11,Weather,1831,Boeing 777-200
2025-05-01,JetBlue Airways,LGA,CLT,12:45,12:45,0,None,2538,Boeing 777-200
2023-09-19,Southwest Airlines,CLT,DEN,14:00,14:00,0,None,1101,Boeing 767-300
2024-07-19,American Airlines,PHX,LAX,17:15,17:15,0,None,1647,Boeing 757-200
2024-05-18,JetBlue Airways,PHX,BOS,12:30,12:30,0,None,2595,Boeing 787-8
2023-07-31,Southwest Airlines,DTW,ORD,16:30,16:30,0,None,2373,Boeing 737-900
2024-09-07,Allegiant Air,SEA,MDW,21:00,21:00,0,None,2146,Boeing 777-200
2024-08-01,American Airlines,MDW,MSP,23:15,23:15,0,None,2672,ATR 72
2024-05-05,JetBlue Airways,MSP,SEA,18:15,19:03,48,Mechanical,2572,Boeing 737-900
2024-11-23,Alaska Airlines,MIA,MDW,16:45,16:45,0,None,1308,Boeing 767-300
2024-01-21,Spirit Airlines,LGA,MSP,20:15,20:42,27,Air Traffic,2481,Airbus A320
2025-03-12,Frontier Airlines,MDW,CLT,06:45,06:45,0,None,1640,CRJ-900
2023-08-26,United Airlines,IAH,DTW,16:00,16:00,0,None,2859,Boeing 767-300
2024-02-28,Alaska Airlines,SEA,DFW,17:15,17:15,0,None,1634,Boeing 737-800
2025-04-03,Spirit Airlines,MSP,SFO,13:45,13:45,0,None,1607,Boeing 737-900
2023-11-27,Frontier Airlines,SEA,DFW,10:30,10:30,0,None,244,Boeing 737-900
2023-10-23,Spirit Airlines,DTW,MDW,19:00,19:49,49,Security,1422,Boeing 737-800
2025-02-14,Delta Air Lines,CLT,IAH,20:30,20:30,0,None,1550,ATR 72
2024-01-27,Southwest Airlines,PHL,DFW,14:00,15:10,70,Weather,2899,Airbus A321
2024-04-15,Hawaiian Airlines,MDW,BOS,16:00,16:50,50,Weather,2673,Boeing 767-300
2024-03-25,United Airlines,LAX,DTW,15:45,15:45,0,None,776,Boeing 757-200
2025-05-06,Delta Air Lines,BWI,MDW,12:15,12:15,0,None,621,Boeing 757-200
2024-04-19,Allegiant Air,PHX,DTW,16:45,16:45,0,None,1528,Airbus A320
2025-01-16,Hawaiian Airlines,MIA,IAH,15:15,15:15,0,None,1556,Boeing 787-8
2023-11-04,JetBlue Airways,SFO,BOS,12:45,12:45,0,None,2939,Boeing 787-8
2023-08-29,American Airlines,IAH,BWI,19:30,19:30,0,None,1363,Embraer 175
2024-02-09,Southwest Airlines,IAH,PHL,11:00,11:00,0,None,1709,Boeing 787-8
2024-12-05,American Airlines,SEA,MSP,18:15,18:41,26,Air Traffic,1580,Boeing 737-900
2024-11-27,JetBlue Airways,DTW,FLL,05:15,05:15,0,None,1056,Embraer 175
2024-02-12,Frontier Airlines,SFO,PHX,06:45,06:45,0,None,1440,Boeing 757-200
2024-05-02,Hawaiian Airlines,DEN,MIA,23:30,23:30,0,None,2300,Boeing 757-200
2023-08-24,Hawaiian Airlines,JFK,DTW,10:30,10:30,0,None,895,Boeing 737-900
2024-09-25,Allegiant Air,DFW,JFK,10:00,10:00,0,None,2234,Boeing 767-300
2023-12-19,American Airlines,MIA,BWI,21:30,21:30,0,None,873,Embraer 175
2024-10-11,JetBlue Airways,ORD,FLL,20:45,20:45,0,None,2127,Boeing 737-900
2025-03-13,Delta Air Lines,ORD,SEA,12:00,12:09,9,Air Traffic,2379,Airbus A321
2023-10-14,Southwest Airlines,SEA,LGA,14:45,14:45,0,None,1330,Embraer 175
2024-04-22,JetBlue Airways,MSP,PHL,23:00,23:00,0,None,442,Boeing 737-800
2025-02-08,Hawaiian Airlines,MDW,IAH,21:45,22:02,17,Weather,2273,CRJ-900
2025-01-26,Frontier Airlines,CLT,MIA,15:30,15:30,0,None,647,Boeing 787-8
2023-11-30,United Airlines,SEA,ORD,16:45,17:48,63,Weather,2602,Boeing 777-200
2024-11-14,Spirit Airlines,LGA,PHL,11:00,11:00,0,None,95,Boeing 737-800
2024-07-06,Spirit Airlines,BWI,DEN,15:45,15:45,0,None,680,CRJ-900
2024-04-30,Hawaiian Airlines,DEN,PHX,06:00,06:00,0,None,1301,Boeing 767-300
2024-12-07,United Airlines,SFO,BWI,11:00,11:00,0,None,1543,Boeing 737-900
2024-08-07,Hawaiian Airlines,ORD,MIA,07:45,07:45,0,None,1111,Embraer 175
2025-03-01,Delta Air Lines,BOS,IAH,06:15,06:15,0,None,1509,Airbus A320
2024-02-06,Hawaiian Airlines,FLL,LGA,10:15,10:42,27,Mechanical,2677,Airbus A320
2025-02-19,Alaska Airlines,SFO,ORD,07:45,08:03,18,Weather,989,Airbus A330-200
2023-07-09,United Airlines,ORD,MDW,20:00,20:00,0,None,2164,Embraer 175
2024-01-31,Spirit Airlines,LAS,DFW,20:15,20:15,0,None,1721,Boeing 777-200
2023-08-16,Frontier Airlines,PHL,MSP,11:45,11:45,0,None,1390,Embraer 175
2023-07-25,United Airlines,JFK,DFW,17:15,17:30,15,Weather,1610,Boeing 777-200
2024-01-09,Allegiant Air,SEA,MIA,10:00,10:00,0,None,396,Airbus A330-200
2024-10-26,Spirit Airlines,DTW,LGA,20:00,20:00,0,None,2659,Boeing 767-300
2024-06-13,JetBlue Airways,DTW,PHX,14:30,14:37,7,Weather,1808,Airbus A320
2024-06-01,American Airlines,PHL,LGA,23:30,23:30,0,None,95,Boeing 787-8
2025-04-25,Spirit Airlines,DFW,MSP,20:15,21:41,86,Weather,2951,Airbus A330-200
2023-07-07,Delta Air Lines,CLT,DFW,20:00,20:09,9,Air Traffic,1566,Boeing 777-200
2024-03-19,Delta Air Lines,LGA,DFW,05:45,05:45,0,None,900,Boeing 737-800
2024-06-24,Alaska Airlines,DFW,LGA,15:30,15:30,0,None,1083,Airbus A330-200
2023-09-14,Spirit Airlines,JFK,SFO,06:45,06:45,0,None,1450,Boeing 777-200
2023-08-06,Alaska Airlines,LAX,PHX,13:30,13:30,0,None,1173,Airbus A330-200
2023-11-04,American Airlines,CLT,MSP,09:45,10:39,54,Weather,1657,Boeing 757-200
2023-08-14,Hawaiian Airlines,SEA,MSP,22:15,23:37,82,Mechanical,2893,ATR 72
2024-03-23,JetBlue Airways,SEA,BWI,09:45,09:45,0,None,1440,Boeing 737-900
2025-06-09,Hawaiian Airlines,PHX,DTW,23:45,00:15,30,Weather,2204,CRJ-900
2024-01-04,Frontier Airlines,MSP,CLT,14:45,14:45,0,None,264,Boeing 757-200
2025-05-18,United Airlines,BWI,MIA,16:45,16:45,0,None,263,Boeing 777-200
2024-11-03,United Airlines,PHL,MIA,11:00,11:40,40,Air Traffic,1369,Embraer 175
2024-03-27,JetBlue Airways,BWI,DFW,09:45,09:45,0,None,706,Boeing 757-200
2024-11-27,Hawaiian Airlines,JFK,SFO,23:15,23:15,0,None,2364,Boeing 737-800
2025-04-24,JetBlue Airways,DFW,ORD,10:30,10:41,11,Weather,925,Airbus A321
2024-09-23,Delta Air Lines,PHX,JFK,09:45,09:45,0,None,320,Airbus A320
2024-08-06,Frontier Airlines,JFK,BWI,07:45,07:45,0,None,949,CRJ-900
2024-01-26,Southwest Airlines,DFW,IAH,10:45,10:45,0,None,1184,Airbus A320
2025-02-11,Allegiant Air,PHX,FLL,19:45,19:45,0,None,2490,CRJ-900
2023-11-24,JetBlue Airways,LGA,CLT,16:45,16:45,0,None,1489,ATR 72
2024-02-26,Alaska Airlines,SEA,IAH,13:15,13:27,12,Weather,2701,Boeing 777-200
2024-09-26,Frontier Airlines,CLT,MSP,12:30,12:38,8,Weather,642,Boeing 777-200
2024-10-19,United Airlines,DEN,BWI,13:00,13:00,0,None,1259,Airbus A330-200
2024-08-30,Delta Air Lines,PHX,MDW,07:30,07:30,0,None,1773,CRJ-900
2023-08-12,United Airlines,DFW,FLL,23:15,23:32,17,Weather,2187,Boeing 737-800
2024-06-01,Delta Air Lines,PHL,SEA,21:00,21:00,0,None,1303,Boeing 767-300
2024-10-29,Hawaiian Airlines,SFO,SEA,11:30,11:30,0,None,1492,CRJ-900
2024-07-20,Allegiant Air,BWI,DFW,20:00,20:10,10,Weather,1581,Embraer 175
2024-12-17,Delta Air Lines,DEN,JFK,22:00,22:00,0,None,1002,Boeing 737-900
2024-08-30,Spirit Airlines,MIA,PHL,15:00,15:00,0,None,1904,Boeing 757-200
2024-02-12,American Airlines,ORD,MSP,14:15,15:22,67,Weather,1924,Airbus A320
2023-10-03,JetBlue Airways,MIA,JFK,09:30,09:30,0,None,1189,Boeing 737-900
2023-11-29,JetBlue Airways,PHX,BWI,10:00,10:00,0,None,2699,Boeing 777-200
2024-11-16,Hawaiian Airlines,MIA,BOS,08:45,08:45,0,None,2447,Boeing 737-900
2024-02-14,Spirit Airlines,CLT,MDW,14:45,14:45,0,None,2904,Boeing 767-300
2024-06-06,American Airlines,LGA,DFW,11:45,11:45,0,None,587,Airbus A321
2024-09-08,Alaska Airlines,SFO,MDW,12:15,12:15,0,None,641,ATR 72
2023-07-21,Allegiant Air,MDW,LAX,11:30,11:56,26,Air Traffic,1767,Boeing 737-900
2024-07-05,Spirit Airlines,DEN,JFK,20:45,20:45,0,None,868,Embraer 175
2025-04-16,Alaska Airlines,MSP,BWI,06:00,06:00,0,None,2632,ATR 72
2024-06-17,Frontier Airlines,CLT,IAH,10:45,10:45,0,None,2879,Boeing 737-800
2023-07-20,American Airlines,DFW,SEA,23:30,23:30,0,None,1167,Boeing 767-300
2023-11-24,Allegiant Air,SFO,IAH,06:45,06:45,0,None,2147,Airbus A321
2025-06-15,United Airlines,LAX,SEA,22:30,22:30,0,None,1438,Embraer 175
2025-06-04,United Airlines,SFO,LGA,17:15,17:15,0,None,2854,Boeing 737-900
2024-04-07,United Airlines,IAH,LAS,09:15,09:15,0,None,2998,Boeing 757-200
2025-03-31,Allegiant Air,SFO,DTW,10:15,11:28,73,Weather,2137,Boeing 777-200
2024-06-26,United Airlines,PHL,MSP,14:45,14:45,0,None,762,Airbus A320
2024-07-17,JetBlue Airways,DTW,LGA,18:00,18:00,0,None,2684,Boeing 767-300
2025-05-26,Allegiant Air,MIA,SEA,22:30,22:35,5,Security,2455,ATR 72
2024-08-29,JetBlue Airways,SFO,MIA,13:00,13:00,0,None,2063,Airbus A330-200
2023-07-29,American Airlines,MSP,LAS,05:15,05:15,0,None,1786,Boeing 767-300
2025-06-06,Spirit Airlines,BWI,MDW,10:00,10:59,59,Weather,621,Boeing 737-800
2024-11-24,JetBlue Airways,JFK,PHX,18:45,18:45,0,None,246,Airbus A320
2024-11-30,United Airlines,FLL,PHX,05:45,06:07,22,Weather,2837,Boeing 737-900
2024-04-08,Spirit Airlines,BOS,MIA,12:30,12:57,27,Weather,2864,Boeing 787-8
2024-12-17,Hawaiian Airlines,LAS,LGA,11:15,11:15,0,None,1630,ATR 72
2024-10-28,Frontier Airlines,SEA,MSP,14:00,14:05,5,Mechanical,1447,Boeing 767-300
2024-09-04,Hawaiian Airlines,CLT,BOS,12:15,12:15,0,None,2576,Airbus A330-200
2024-02-25,Spirit Airlines,LGA,DTW,08:30,08:30,0,None,2335,Embraer 175
2025-05-23,Frontier Airlines,DEN,MDW,12:45,13:09,24,Weather,1816,Boeing 787-8
2025-06-20,Frontier Airlines,LAX,DFW,20:30,20:30,0,None,867,Boeing 737-800
2025-05-29,Alaska Airlines,DTW,FLL,08:30,08:30,0,None,1056,Boeing 777-200
2023-09-24,Alaska Airlines,LAS,ORD,14:45,14:45,0,None,688,Boeing 737-900
2024-06-08,American Airlines,PHX,LGA,09:00,09:05,5,Air Traffic,760,Boeing 757-200
2023-10-09,Frontier Airlines,DTW,PHL,09:45,09:45,0,None,1962,ATR 72
2024-07-09,United Airlines,LGA,JFK,12:00,13:02,62,Security,1040,Airbus A321
2025-01-21,Southwest Airlines,SFO,MSP,13:00,13:00,0,None,1442,CRJ-900
2025-03-06,JetBlue Airways,PHX,SEA,15:45,17:14,89,Security,2113,Airbus A330-200
2024-05-31,JetBlue Airways,DEN,LGA,14:45,14:45,0,None,349,Airbus A320
2025-03-04,American Airlines,DTW,ORD,10:15,10:52,37,Security,2716,Boeing 737-800
2025-03-27,Delta Air Lines,PHL,DTW,07:00,07:00,0,None,1343,Airbus A321
2025-03-24,Allegiant Air,PHL,DFW,13:30,13:30,0,None,2744,Boeing 787-8
2024-01-29,Frontier Airlines,DFW,DTW,13:00,13:00,0,None,2674,Boeing 757-200
2024-08-09,Hawaiian Airlines,LAX,JFK,06:30,06:30,0,None,2475,Boeing 757-200
2024-01-06,JetBlue Airways,DFW,PHX,08:15,08:22,7,Security,317,Airbus A320
2024-09-12,United Airlines,LGA,DTW,11:45,11:45,0,None,2838,Boeing 777-200
2025-03-11,Hawaiian Airlines,IAH,CLT,17:30,17:30,0,None,1698,Embraer 175
2025-06-21,American Airlines,BWI,MIA,21:30,21:30,0,None,226,ATR 72
2024-07-10,Alaska Airlines,BOS,MIA,11:15,11:37,22,Weather,696,Boeing 757-200
2024-01-16,Frontier Airlines,SEA,LAX,18:00,18:30,30,Weather,2425,Boeing 787-8
2023-11-16,Delta Air Lines,JFK,CLT,21:15,21:32,17,Weather,2188,Boeing 777-200
2023-09-30,Delta Air Lines,JFK,MIA,14:15,14:15,0,None,2503,Airbus A321
2024-01-23,Hawaiian Airlines,MDW,FLL,07:45,07:45,0,None,315,ATR 72
2024-09-01,American Airlines,PHL,SFO,17:15,17:28,13,Mechanical,1053,Boeing 767-300
2025-02-27,Frontier Airlines,LAX,PHL,12:30,12:30,0,None,2364,Boeing 737-800
2024-02-05,Frontier Airlines,PHX,SFO,22:45,22:45,0,None,2406,Airbus A330-200
2024-08-30,Spirit Airlines,SEA,DFW,23:30,23:58,28,Weather,290,Embraer 175
2025-04-01,Allegiant Air,MIA,BWI,18:00,18:25,25,Weather,1827,Airbus A321
2023-11-11,Spirit Airlines,MIA,CLT,05:30,05:30,0,None,647,ATR 72
2024-06-19,Alaska Airlines,DFW,DTW,08:45,08:45,0,None,2125,Airbus A330-200
2025-02-26,Delta Air Lines,DTW,MSP,09:00,09:00,0,None,1770,Airbus A320
2024-01-21,Southwest Airlines,DFW,SEA,14:45,14:45,0,None,2694,Boeing 777-200
2024-06-07,Alaska Airlines,LGA,SEA,22:00,23:23,83,Security,1154,Boeing 737-800
2023-08-07,American Airlines,BOS,IAH,07:30,07:30,0,None,2994,Boeing 737-900
2024-06-21,Frontier Airlines,MSP,PHX,19:30,19:30,0,None,1896,CRJ-900
2024-01-07,United Airlines,BWI,DTW,18:45,18:45,0,None,591,Boeing 767-300
2024-04-17,Allegiant Air,SEA,BOS,13:15,13:15,0,None,728,Boeing 787-8
2023-09-08,Southwest Airlines,LAX,BOS,23:45,00:03,18,Weather,2875,Boeing 787-8
2025-04-29,American Airlines,CLT,PHX,11:30,11:41,11,Mechanical,718,Boeing 777-200
2025-03-15,Delta Air Lines,SFO,MSP,13:45,14:08,23,Air Traffic,519,Embraer 175
2025-06-20,Southwest Airlines,DTW,DFW,14:45,14:45,0,None,1884,CRJ-900
2023-11-06,Delta Air Lines,ORD,SEA,16:30,16:30,0,None,1492,CRJ-900
